Occurrence Number,Date,Registration,Classification,Type,Location,State,Aerodrome,Operation,Status,Link,History
52988,2015-02-03,PRLMB,ACIDENTE,CONTATO ANORMAL COM A PISTA,JOINVILLE,SC,SBJV,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52988,"A aeronave decolou de Joinville, SC (SBJV), com um instrutor e um aluno a bordo, plano de voo VFR, a fim de realizar voo local de instrução (PS-04) do curso de piloto privado - avião (PPR). Após ter realizado os exercícios na área de instrução e durante o pouso final em SBJV, a aeronave ganhou altura no arredondamento e tocou bruscamente o solo, quebrando a bequilha. A aeronave teve danos substanciais no motor, hélice, bequilha, escapamento e carenagem. Ambos os tripulantes saíram ilesos."
53006,2015-02-02,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FLORIANÓPOLIS,SC,SBFL,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53006,"A AERONAVE COM DOIS TRIPULANTES A BORDO (INSTRUTOR E ALUNO) REALIZOU VOO LOCAL DE TREINAMENTO DO CURSO DE PILOTO PRIVADO (DEMONSTRAÇÃO DE MANOBRAS) NALOCALIDADE DE FLORIANÓPOLIS (SBFL). APÓS O POUSO, DURANTE O TÁXI ATÉ O PÁTIO, O INSTRUTOR PERCEBEU QUE O PNEU DIREITO SE ENCONTRAVA MAIS VAZIO DO QUE O NORMAL.O TÁXI DA AERONAVE PROSSEGUIU SEM MAIORES PROBLEMAS ATÉ O PNEU ESVAZIAR TOTALMENTE NA 'TAXIWAY' A. COM O PNEU VAZIO, FICOU INVIÁVEL PROSSEGUIR COM O TAXI.A TORRE FOI NOTIFICADA E A INFRAERO FOI ATÉ O LOCAL PARA PRESTAR APOIO. EM, APROXIMADAMENTE, DEZ MINUTOS A AERONAVE FOI REMOVIDA DA 'TAXIWAY' E REPOSICIONADANO HANGAR PARA REALIZAR A MANUTENÇÃO CORRETIVA PELO MECÂNICO DA ESCOLA. NÃO HOUVE LESÃO AOS TRIPULANTES."
52974,2015-02-02,PRRRR,ACIDENTE,PERDA DE CONTROLE EM VOO,PRESIDENTE OLEGÁRIO,MG,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52974,A aeronave perdeu altura logo após a decolagem e colidiu contra o solo.
53082,2015-02-01,****,INCIDENTE,COLISÃO COM AVE,SÃO PAULO,SP,FAER,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53082,"A AERONAVE EFETUAVA VOO LOCAL COM TREINAMENTO TGL EM SDTB. APÓS O TÉRMINO DO TREINAMENTO, NO RETORNO PARA SBMT, APROXIMADAMENTE ÀS 12:15Z FORAMAVISTADAS NA PROA 2 AVES (URUBUS). O INSTRUTOR ASSUMIU OS COMANDOS DA AERONAVE E EFETUOU AÇÕES EVASIVAS, PORÉM NÃO CONSEGUIU EVITAR A COLISÃO. UMA DASAVES COLIDIU COM O BORDO DE ATAQUE DO ÚLTIMO TERÇO DISTAL DA ASA DIREITA CAUSANDO DEFORMAÇÃO NA REGIÃO ATINGIDA. TENDO O PILOTO EM COMANDO (INSTRUTOR)CONSTATADO QUE NÃO HOUVE COMPROMETIMENTO DA PERFORMANCE E CONTROLABILIDADE DA AERONAVE, MANTEVE O VOO PARA SBMT."
52984,2015-02-01,PTHVO,ACIDENTE,PERDA DE CONTROLE EM VOO,NOVA LIMA,MG,SJLY,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52984,"LOGO APÓS A DECOLAGEM DA ÁREA DE TREINAMENTO DA ESCOLA, A AERONAVE PERDEU SUSTENTAÇÃO E SE ACIDENTOU A 200 METROS À FRENTE."
53079,2015-01-31,****,INCIDENTE,COLISÃO COM AVE,SÃO LUÍS,MA,SBSL,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53079,"VOO 4235, DURANTE A DECOLAGEM DO AEROPORTO DE SLZ HOUVE BIRD STRIKE NO MOTOR #2. TRIPULAÇÃO DECIDIU RETORNAR PARA O AEROPORTO DE SLZ PARA AVALIAÇÃO DAAERONAVE PELA MANUTENÇÃO. NÃO HOUVE DECLARAÇÃO DE EMERGÊNCIA. O POUSO E O DESEMBARQUE OCORRERAM SEM OUTRAS ANORMALIDADES. CLIENTES FORAMACOMODADOS EM OUTROS VOOS."
53007,2015-01-30,****,INCIDENTE,PERDA DE CONTROLE NO SOLO,UBERLÂNDIA,MG,SBUL,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53007,"DURANTE A CORRIDA PARA DECOLAGEM, A AERONAVE DESVIOU PARA A ESQUERDA, QUEBRANDO UM PILONE DO BALIZAMENTO. APÓS O INCIDENTE, A AERONAVE RETORNOU AO PÁTIODO AEROCLUBE."
52998,2015-01-30,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,ILHÉUS,BA,SBIL,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52998,"A AERONAVE EXPERIMENTAL MODELO SKYRANGER TINHA O OBJETIVO DE REALIZAR UM VOO LOCAL. O AVIÃO DESLOCOU-SE NORMALMENTE PARA A CABECEIRA 11 DE SBIL. AOALINHAR PARA A DECOLAGEM, O COMANDANTE IDENTIFICOU QUE O PNEU PRINCIPAL DIREITO ESTAVA FURADO. A DECOLAGEM FOI ABORTADA E A AERONAVE REGRESSOU AO HANGAR DOAEROCLUBE PARA MANUTENÇÃO."
53081,2015-01-29,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BELO HORIZONTE,MG,SBBH,ESPECIALIZADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53081,O PNEU DIANTEIRO DA AERONAVE FUROU NO POUSO E NECESSITOU DE AUXÍLIO PARA SAIR DA PISTA.
52982,2015-01-29,PTBMR,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,BOA VISTA,RR,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52982,"Por volta das 16:30 local, a aeronave PT-BMR colidiu com um fio de alta tensão vindo a colidir com o solo na cabeceira de uma pequena pista de terra às margens da BR 174, Km 10, no bairro de Monte Cristo, Boa Vista - RR. Foi informado por populares que havia um passageiro e que o mesmo foi levado para atendimento médico junto com o piloto, porém este não foi encontrado pois já havia sido liberado pelo hospital. Não foi possível entrevistar o piloto, pois em decorrência das lesões este estava sedado."
52983,2015-01-28,PTVVW,ACIDENTE,PERDA DE CONTROLE EM VOO,MOSTARDAS,RS,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52983,"A aeronave iniciou a decolagem às 10h30min UTC da área de pouso eventual da localidade de Teixeiras, em Mostardas-RS, sob condições visuais, com um piloto a bordo, para realizar voo de aplicação agrícola. A aeronave perdeu sustentação e colidiu contra o solo. A aeronave teve danos substanciais. O piloto teve lesões leves."
52993,2015-01-27,PRBGA,INCIDENTE GRAVE,FOGO/FUMAÇA (SEM IMPACTO),CAMPOS DOS GOYTACAZES,RJ,SBFS,TÁXI AÉREO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52993,Fogo no motor 2 durante o táxi de regresso.
52989,2015-01-26,PUVLC,INCIDENTE GRAVE,COMBUSTÍVEL,CONCEIÇÃO DA FEIRA,BA,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52989,"A aeronave decolou de Terra Vista - BA (SBTV) com destino a Feira de Santana - BA (SNJD) em condições VFR, com o objetivo de transladá-la para São Luis - MA. Em rota, o motor apresentou problemas levando o piloto realizar um pouso de emergência na BR 101, a aproximadamente 33 km de Feira de Santana - BA."
52987,2015-01-24,PRHCM,ACIDENTE,PERDA DE CONTROLE EM VOO,ITU,SP,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52987,"Antes de iniciar a decolagem com a aeronave no voo pairado para dar inicio ao deslocamento. Com aproximadamente 30 cm do solo o passageiro do meu lado esquerdo fez um aceno para uma pessoa fora do helicóptero, ato contínuo o seu braço direito chocou-se com o cíclico da aeronave, vindo este a escapar da mão do piloto, entrando a aeronave num movimento pendular para a direita e logo após para esquerda.  Quando pendulou para a esquerda a ponta do ski esquerdo dianteiro cravou-se no gramado, levando a aeronave novamente para a direita e em seguida tombando e colidindo com o solo. Os ocupantes saíram ilesos. O helicóptero teve danos graves"
52971,2015-01-24,PUCHE,ACIDENTE,PERDA DE CONTROLE NO SOLO,JABOTICABAL,SP,SDJC,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52971,"SEGUNDO DESCRITO NO BOLETIM DE OCORRÊNCIA POLICIAL, AERONAVE REALIZAVA TESTES E QUANDO INICIAVA A DECOLAGEM  FOI OUVIDO PELO PILOTO UM ESTRONDO (SIC). A AERONAVE PILONOU. O TRIPULANTE FOI SOCORRIDO COM FERIMENTOS E LEVADO PARA O HOSPITAL."
53008,2015-01-23,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GOIÂNIA,GO,SBGO,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53008,"ÀS 18:10Z, A AERONAVE DECOLOU DO AEROPORTO SANTA GENOVEVA (SBGO), EM GOIÂNIA, GO, PARA A REALIZAÇÃO DE VOO LOCAL, COM DOIS TRIPULANTES À BORDO. APÓS AATERRISSAGEM, DURANTE A CORRIDA APÓS POUSO, O PNEU DO TREM DE POUSO PRINCIPAL ESQUERDO ESTOUROU.A AERONAVE MANTEVE-SE NO CENTRO DA PISTA APÓS A PARADA TOTAL."
52990,2015-01-23,PTRYQ,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FLORIANÓPOLIS,SC,SBFL,TÁXI AÉREO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52990,"A aeronave decolou do Aeroporto do Bacacheri, PR (SBBI) para o Aeroporto de Florianópolis, SC (SBFL) com dois pilotos e dois passageiros a bordo, plano de voo IFR, a fim de realizar voo de transporte de passageiros. Durante a aproximação para pouso em SBFL, ao efetuar o baixamento do trem de pouso da aeronave, o piloto não obteve indicação de travamento do trem de pouso principal esquerdo.Após realizar verificações na aeronave e passagens para visualização do travamento pela Torre de Controle, o que foi confirmado aparentemente, a aeronave prosseguiu para o pouso. Durante a corrida após o pouso, que ocorreu normalmente, antes de efetuar o back track houve o recolhimento do trem de pouso principal esquerdo da aeronave e o impacto da hélice do referido motor com o solo.A aeronave teve danos substanciais no motor esquerdo. Todos os ocupantes saíram ilesos."
53080,2015-01-22,****,INCIDENTE,COLISÃO NO SOLO,RIO CLARO,SP,SDRK,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53080,"A AERONAVE COLIDIU COM O BALIZAMENTO VISUAL NA CABECEIRA DA PISTA DURANTE O TAXIAMENTO. APÓS PRÉVIA ANÁLISE DO MECÂNICO DA EMPRESA NOVA LTDA, OFICINA DOAERÓDROMO LOCAL, FOI CONSTATADO QUE NÃO HOUVE NENHUM DANO. O VOO FOI REALIZADO NORMALMENTE."
53066,2015-01-21,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,CURITIBA,PR,SBCT,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53066,"A AERONAVE REALIZAVA O VOO NO TRECHO CWB/SSA QUANDO, APÓS A DECOLAGEM, O MOTOR #2 APRESENTOU ELEVAÇÃO DE TEMPERATURA DE ÓLEO. EM CUMPRIMENTO AOSPROCEDIMENTOS PREVISTOS A TRIPULAÇÃO EXECUTOU O CORTE PREVENTIVO DO MOTOR E SOLICITOU O RETORNO PARA O AERÓDROMO DE ORIGEM (CWB). O POUSO FOI REALIZADOCOM SEGURANÇA, SEM DANOS A PESSOAS E/OU TERCEIROS, SENDO A AERONAVE DISPONIBILIZADA APÓS O POUSO PARA AS AÇÕES DE MANUTENÇÃO."
53012,2015-01-21,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GOIÂNIA,GO,SBGO,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53012,"DURANTE A CORRIDA DE DECOLAGEM, ANTES DA VELOCIDADE DE ROTAÇÃO, OCORREU UMA LEVE TREPIDAÇÃO NO PNEU DIREITO DO TREM PRINCIPAL DA AERONAVE, EM RAZÃO DO SEUESVAZIAMENTO E ESTOURO. FOI EFETUADA A ABORTIVA, TENDO A AERONAVE PARADO PRÓXIMO À CABECEIRA OPOSTA."
52991,2015-01-21,PPOLE,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PASSO FUNDO,RS,SBPF,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52991,"A aeronave decolou às 11h10min UTC do Aeroporto Salgado Filho - Porto Alegre-RS (SBPA), com plano de voo instrumento, para o Aeroporto Lauro Kurtz - Passo Fundo-RS (SBPF), com um piloto e dois passageiros a bordo, para um voo privado.Após o pouco na pista 08 de SBPF, o piloto realizou o backtrack. Ao ingressar no pátio de estacionamento, com curva pela direita, o trem de pouso esquerdo recolheu. Ao recolher o trem de pouso esquerdo, a aeronave realizou um giro de 270 graus pela esquerda.A aeronave teve danos substanciais. O piloto e os passageiros saíram ilesos."
53065,2015-01-20,****,INCIDENTE,COLISÃO COM AVE,COARI,AM,SWKO,TÁXI AÉREO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53065,NA FINAL PARA POUSO NO AERÓDROMO DE COARI HOUVE A COLISÃO COM UM URUBÚ. O CHOQUE FOI NO PARABRISA ESQUERDO CAUSANDO SUA QUEBRA. O PILOT PROSSEGUIU PARAPOUSO SEM MAIORES PROBLEMAS.O PILOTO E O PASSAGEIRO SAIRAM ILESOS.
53068,2015-01-19,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CANOAS,RS,SBPA,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53068,"AERONAVE DECOLOU DE CNF PARA POA NO VOO 4111 TENDO APRESENTADO MENSAGEM DE SLAT FAIL NO RECOLHIMENTO DOS FLAPS. A TRIPULAÇÃO EFETUOU O PROCEDIMENTOPREVISTO NO QRH QUE RESULTOU NO RECOLHIMENTO FÍSICO DOS SLATS, PERMANECENDO A INDICAÇÃO DE SLAT EM ÂMBAR. A TRIPULAÇÃO ENTROU EM CONTATO COM A EMPRESAVIA CCO PARA UM MELHOR ANÁLISE DA CONDIÇÃO DE AUTONOMIA E AERONAVEGABILIDADE PARA O PROSSEGUIMENTO DO VOO TENDO DECIDIDO PROSSEGUIR PARA O DESTINO.DURANTE A APROXIMAÇÃO PARA POA A AERONAVE APRESENTOU UMA NOVA PANE: SPOILER FAULT QUE ASSOCIADO À CONDIÇÃO DE SLAT FAIL E MAIS ICE ACCRETION,TORNARAM O POUSO IMPRATICÁVEL EM POA, DEMANDANDO UM MAIOR COMPRIMENTO DE PISTA DISPONÍVEL. A TRIPULAÇÃO SOLICITOU AO APP POA ALTERNAR O POUSO EMCANOAS, MAS SÓ FOI AUTORIZADA MEDIANTE DECLARAÇÃO DE EMERGÊNCIA O QUE FOI FEITO.O POUSO CORREU EM CANOAS SEM INTERCORRÊNCIAS E OS PAX DESEMBARCARAM NA BASE AÉREA."
53067,2015-01-19,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,CAMPINAS,SP,SBKP,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53067,"APÓS DECOLAGEM, VOO 2492, AERONAVE APRESENTOU PANE 'LOW PRESS ENGINE #1 E HYDRAULIC SYSTEM GREEN LEAKAGE'. APÓS REALIZAR PROCEDIMENTOSPREVISTOS, TRIPULAÇÃO REALIZOU RETORNO PARA VCP ONDE POUSOU SEM INTERCORRÊNCIAS. APÓS DESEMBARQUE VOO FOI CANCELADO E AERONAVE ENTREGUE PARA AÇÕES DEMANUTENÇÃO. OS PASSAGEIROS FORAM EMBARCADOS EM OUTROS VOOS DA EMPRESA."
52977,2015-01-19,PTUNC,ACIDENTE,PERDA DE CONTROLE NO SOLO,SÃO BORJA,RS,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52977,"A aeronave iniciou a decolagem às 12h15min UTC da Fazenda Santa Clara, sob condições visuais, com um piloto a bordo, para realizar um voo de aplicação de ureia. Durante a decolagem a aeronave não atingiu velocidade suficiente para sair do solo. Após o final da pista, a aeronave ultrapassou uma pequena represa e, na sequência, colidiu contra o solo e pilonou. A aeronave ficou destruída. O piloto saiu ileso."
52970,2015-01-19,PUAKQ,ACIDENTE,PERDA DE CONTROLE EM VOO,TIRADENTES,MG,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52970,"Na segunda tentativa de pouso em SNJR, a aeronave bateu as asas e o nariz no solo, arremetendo em seguida. Logo após a arremetida, perdeu altitude até colidir com um morro a frente."
53069,2015-01-18,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SALVADOR,BA,SBSV,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53069,"RANTE VOO DE CRUZEIRO DO VOO 9062 HOUVE INDICAÇÃO DE FALHA EM UM DOS COMPONENTES DE DISTRIBUIÇÃO E CONTROLE DO SISTEMA ELÉTRICO, SPDA. DEVIDO ASPENALIDADES DE PERFORMANCE DE POUSO, O VOO FOI ALTERNADO PARA O AEROPORTO DE SALVADOR. NÃO HOUVE NECESSIDADE DE DECLARAR EMERGÊNCIA. POUSO E TÁXIOCORRERAM SEM ANORMALIDADES. VOO FOI CANCELADO. OS PASSAGEIROS FORAM EMBARCADOS EM OUTROS VOOS DA EMPRESA."
53062,2015-01-17,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,JUNDIAÍ,SP,SBJD,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53062,A AERONAVE POUSOU NA ÁREA DA ZONA DE TOQUE DA PISTA 36 E NA CORRIDA DE DESACELERAÇÃO FOI OBSERVADO O ROMPIMENTO DO PNEU DO TREMDE POUSO PRINCIPAL LADO ESQUERDO. A TENDÊNCIA DE DESVIAR-SE DO EIXO DA PISTA FOI CONTROLADA E A AERONAVE PAROU SOBRE A PISTA.
53061,2015-01-17,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,JUNDIAÍ,SP,SBJD,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53061,"A AERONAVE POUSOU NA PISTA 36, ABANDONOU A MESMA E QUANDO NA TAXIWAY FOI OBSERVADA UMA INSTABILIDADE NA MANOBRA DEVIDO AOESVAZIAMENTO PROGRESSIVO DE PNEU. O TÁXI FOI REALIZADO ATÉ O PÁTIO GERAL DO AEROPORTO, ONDE FOI CONSTATADO QUE O PNEU DO TREM DENARIZ ESTAVA DESINFLADO."
53071,2015-01-15,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BELO HORIZONTE,MG,SBBH,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53071,"DURANTE UM VOO DE INSTRUÇÃO, AFASTADO 20MN DO AEROPORTO DA PAMPULHA (SBBH), OCORREU FUMAÇA NO EQUIPAMENTO DE VHF1, O COMANDANTE DESLIGOU OEQUIPAMENTO E SOLICITOU PRIORIDADE PARA POUSO.O POUSO OCORREU NORMALMENTE.A AERONAVE NÃO TEVE DANOS.OS OCUPANTES SAÍRAM ILESOS."
53070,2015-01-15,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FLORIANÓPOLIS,SC,SBFL,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53070,"DURANTE O VOO DE CRUZEIRO, VOO 4165, A AERONAVE APRESENTOU UMA PANE NO SISTEMA ELÉTRICO QUE OCASIONOU PERDA DE AUTO PILOT, RADAR. FORAM SEGUIDOS OSPROCEDIMENTOS PREVISTOS E TRIPULAÇÃO DECIDIU ALTERNAR PARA O AEROPORTO DE FLN; NO POUSO OCORREU MENSAGEM DE ADS #01 FAIL. NÃO HOUVE DECLARAÇÃO DEEMERGÊNCIA. POUSO E DESEMBARQUE OCORRERAM SEM OUTRAS ANORMALIDADES."
52978,2015-01-14,PTFFH,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,BAIXA GRANDE DO RIBEIRO,PI,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52978,"O piloto decolou normalmente para um voo de aplicação de defensivo agrícola na plantação de milho. Após um tiro de aplicação, a aeronave colidiu contra um poste de concreto que seria utilizado para rede de energia elétrica. O avião tocou o solo descontrolado a aproximadamente 230 metros do poste e parou na posição invertida (dorso). O piloto faleceu e a aeronave teve danos substanciais."
53063,2015-01-12,****,INCIDENTE,OUTROS,LONDRINA,PR,SBLO,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53063,"NO VOO CGH / LDB, APÓS ESTACIONAMENTO DA AERONAVE NA POSIÇÃO DE PARADA (REMOTA), E APÓS O CORTE DOS MOTORES, UM DOS MECÂNICOS INFORMOU À TRIPULAÇÃOQUE HAVIA UM VAZAMENTO HIDRÁULICO QUE PROVOCAVA UM PRINCÍPIO DE INCÊNDIO NO TREM DE POUSO PRINCIPAL ESQUERDO, QUE FOI DEBELADO IMEDIATAMENTE PELAMANUTENÇÃO SEM DANOS A PESSOAS E/OU TERCEIROS. O DESEMBARQUE DOS PASSAGEIROS FOI REALIZADO NORMALMENTE, SEM A NECESSIDADE DE EVACUAÇÃO. NÃO HOUVEQUALQUER LESÃO ÀS PESSOAS E DANOS A TERCEIROS."
53122,2015-01-11,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BRASÍLIA,DF,SBBR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53122,"DURANTE A CORRIDA DE DECOLAGEM NO AEROPORTO DE BRASÍLIA COM DESTINO AO AEROPORTO DE CAMPO GRANDE, PRÓXIMA A V1, A TRIPULAÇÃO SENTIUUM ESTOURO DE PNEU E CONSEQUENTEMENTE VIBRAÇÃO NO TREM DE POUSO. TRIPULAÇÃO INFORMOU AO ATC PARA QUE INSPECIONASSEM A PISTA DESBBR NO SENTIDO VERIFICAR RESÍDUOS DE PNEU ESTOURADO. TRIPULAÇÃO SEGUIU VOO PARA CAMPO GRANDE ONDE EFETUOU O POUSO NORMALMENTESENTINDO ALGUMA VIBRAÇÃO E SEGUIU POR MEIOS PRÓPRIOS ATÉ A POSIÇÃO 04 DO REFERIDO AEROPORTO."
53064,2015-01-11,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BAURU,SP,SBBU,TÁXI AÉREO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53064,"DURANTE O VOO DE CRUZEIRO O MOTOR ESQUERDO APRESENTOU BAIXA PRESSÃO DE ÓLEO. SEGUIDO O PROCEDIMENTO PREVISTO, DE EMBANDEIRAMENTO DA HÉLICE E CORTE DOMOTOR, E REALIZADO POUSO DE PRECAUÇÃO EM SBBU."
53078,2015-01-10,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BELÉM,PA,SBBE,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53078,"NO INÍCIO DA DECOLAGEM DA PISTA 06 DE SBBE, A AERONAVE APRESENTOU UMA VIBRAÇÃO E LOGO EM SEGUIDA UMA TENDÊNCIA PARA ESQUERDA, NESTEMOMENTO O CONJUNTO DE RODA DO LADO ESQUERDO DO TREM PRINCIPAL SE DESPRENDEU. O PILOTO CONTROLOU A AERONAVE ATÉ SUA PARADA AINDA NAPISTA, ACIONOU OS MEIOS COMPETENTES E DESEMBARCOU OS PASSAGEIROS COM SEGURANÇA.A AERONAVE FOI REBOCADA PELA INFRAERO PARA O PÁTIO DA BASE AÉREA DE BELÉM."
52981,2015-01-10,PTNAB,ACIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,LUZIÂNIA,GO,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52981,"Durante a subida inicial após a decolagem, segundo testemunhas, a aeronave apresentou uma falha do motor em voo, alguns instantes depois colidiu contra uma casa."
52980,2015-01-10,PRHPR,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SANTA MÔNICA,PR,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52980,"A aeronave decolou de Porto Rico,PR com destino à de Aparecida do Ivaí, distrito de Santa Mônica,PR, com um tripulante e um passageiro a bordo. Durante o deslocamento, colidiu com um fio de alta tensão sobre a rodovia PR-576, próximo à área urbana de Aparecida do Ivaí. Em seguida, a aeronave perdeu o controle, o rotor principal atingiu o solo, a aeronave deslizou sobre a estrada por aproximadamente 250m e, após a parada total, incendiou-se. O piloto faleceu no local. O passageiro foi conduzido à Santa Casa de Paranavaí com lesões graves.A aeronave teve danos substanciais devido aos impactos e ao fogo."
52994,2015-01-09,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO,SP,SBMT,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/52994,"O PILOTO DECOLOU DO CAMPO DE MARTE PARA REALIZAÇÃO DE CIRCUITO DE TRÁFEGO, EM CONDIÇÕES VISUAIS, COM DOIS OCUPANTES. AO BAIXAR O TREM DE POUSO, O COMANDANTEOBSERVOU QUE SÓ OS TRENS PRINCIPAIS TRAVARAM. A FALTA DE INDICAÇÃO DE TRAVAMENTO DO TREM DE NARIZ, NA CABINE, CONFIRMOU-SE POR AVISTAMENTO DA TORRE DE CONTROLE.O PILOTO ATESTOU QUE TENTOU O BAIXAMENTO POR EMERGÊNCIA, SEM SUCESSO.FOI REALIZADO O POUSO NA PISTA 30 DE SBMT. A AERONAVE TOCOU OS TRENS PRINCIPAIS, ROLOU NA PISTA E, ATO CONTÍNUO, ARRASTOU A PARTE INFERIOR DO NARIZ, NO CONTATO COMA SUPERFÍCIE. HOUVE DANOS DE REVESTIMENTO NESSA ÁREA. OS OCUPANTES SAÍRAM ILESOS."
53072,2015-01-08,****,INCIDENTE,COLISÃO COM AVE,BELO HORIZONTE,MG,SBBH,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/53072,"A TRIPULAÇÃO DA AERONAVE REPORTOU COLISÃO COM UM PÁSSARO, PRÓXIMO A CABECEIRA 13 NA FINAL DO PROCEDIMENTO DE POUSO.O POUSO FOI REALIZADO NORMALMENTE. A AERONAVE TEVE DANOS NA PESTANA DO TREM DE NARIZ.OS OCUPANTES SAÍRAM ILESOS."
